photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation
E_yEpvFvfMI,SONY,NEX-C3,400,18,4,20,1
g-2WkOjYRdg,Apple,iPhone XR,25,4.2,1.8,1/692,0
zd-3gYFMfDQ,Canon,Canon EOS 6D,320,50,5,1/500,0
W6wz5VRQpUc,NIKON CORPORATION,NIKON D750,100,50,4,1/1600,1
OzRhGl0BsWU,FUJIFILM,X-M1,200,50,3.5,1/320,1
1T7xXmsaET8,Canon,Canon EOS 5D Mark II,320,73,4,1/160,1
FN_ADaWg14E,,,,,,,0
VY3brV6k3I0,Canon,Canon EOS 60D,100,26,9,1/100,1
0cuEeRiy-Hk,DJI ,Mavic Pro,100,4.7,2.2,1/530,1
2S24kChdWB0,SONY,ILCE-7M2,500,31,13,1/250,0
JHXTGB77Y_Q,Canon,ae-1 program,,,,,1
rVIm5hXfIlw,NIKON CORPORATION,NIKON D3300,100,35,2,1/4000,0
BQc-oQLkss4,Sony,Alpha A7mii,100,35,11,25,1
kjMHzZ_V5xc,Panasonic,DMC-GX8,200,54,8,1/800,1
WyrPzCU3hfM,NIKON CORPORATION,NIKON D3300,200,55,4,1/50,1
qV16cq3T420,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,250,55,2.8,1/400,1
FK74tYuSwKk,Canon,Canon EOS 5D Mark IV,640,300,5,1/400,0
5H7W1vGcNSc,SONY,ILCE-6000,1600,30,1.6,1/200,1
Bt_hazqan9c,SONY,ILCE-7M2,400,50,4,1/160,0
NyapZuexFaQ,SONY,ILCE-7M2,160,,,1/30,1
n_dEPUaTAFk,Canon,Canon EOS 6D,200,50,1.8,1/160,1
QwJ_L9L5eOw,NIKON CORPORATION,NIKON D750,220,24,11,1/25,0
dOR9RJiS6JM,Canon,Canon EOS 6D,400,70,4,1/60,0
Lt6c6wVRW7E,NIKON CORPORATION,NIKON D5100,100,50,1.8,1/2500,0
4STow4BrakA,DJI,FC2103,100,4.5,2.8,1/80,1
HHwmAjdPm2o,SONY,ILCE-6300,800,20.3,3.5,1/1600,1
ONMpvKeYaeM,SONY,ILCE-7M3,800,40,4.5,1/640,1
rFvlfJCKqEU,Canon,Canon EOS 80D,100,104,2.8,1/500,0
78wDBw9ajUk,Canon,Canon EOS 80D,160,78,11,1/200,1
EknN2SI7X80,NIKON CORPORATION,NIKON D750,1000,90,8,1/90,1
vwMBY66ED6Y,NIKON CORPORATION,NIKON D3300,100,16,4.5,1/80,0
uj9luvxULuY,NIKON CORPORATION,NIKON D850,64,58,2.8,1/1000,1
6bPjD0SeHrg,SONY,ILCE-6000,2500,30,2.5,1/200,0
O68D64n0C-k,SONY,ILCE-7M2,3200,85,3.2,1/250,0
fCqLHwGAx2k,FUJIFILM,X-T20,400,18,3.2,1/850,0
ARVFsI-32Uk,Nikon ,5500,100,12,16,300,1
XDYZo7BEwpA,NIKON CORPORATION,NIKON D4S,320,32,8,1/320,1
C69YOsY9lYg,DJI,FC6310,100,8.8,4,1/80,1
BGb9bsvFAMY,Canon,Canon EOS T7i,100,50,4.5,1/13,1
33Ek-vzSw40,Panasonic,,,,,,0
m_baK3-o0S8,Canon,Canon EOS 5D Mark III,50,,,1/500,0
qjWB_sFPFmA,SONY,ILCE-7M3,100,35,2.8,1/125,0
4HV1Y570nt0,OnePlus,ONEPLUS A6003,273,4.2,1.7,1/100,1
OE3bp2Wurzg,Canon,Canon EOS REBEL T4i,100,50,1.8,15,1
RFj0OkD0s18,NIKON CORPORATION,NIKON D90,250,35,5,1/80,1
THpGPlicLQM,Apple,iPhone 7 Plus,20,6.6,2.8,1/200,0
sHtqOmoesN8,Canon,Canon EOS 6D Mark II,100,50,2.5,1/250,0
RJzHlbKf6eY,NIKON CORPORATION,NIKON D3400,400,55,8,1/320,1
SDPRj0DVEyU,NIKON CORPORATION,NIKON D600,3200,14,2.8,25,1
8PppxyQr7QI,FUJIFILM,X-H1,250,44.4,10,1/500,0
yf8U_tViydE,Canon,Canon EOS 70D,100,18,9,1/320,1
908CphGYrK0,Canon,Canon EOS Rebel T6,250,55,5.6,1/80,1
5Lae80fJxf8,Canon,Canon EOS 7D Mark II,100,36,2.8,1/320,1
jsTSF_xjXYA,SONY,ILCE-6000,125,35,1.3,1/250,1
VqQgtogWs5I,Canon,Canon EOS 600D,100,50,1.8,1/4000,0
xy7Vy_blijc,FUJIFILM,X-T3,160,16,1.4,1/14000,0
8uPIlOAPswM,Canon,Canon EOS 6D,320,50,2.8,1/60,0
eEYR5RpnwNo,SONY,ILCE-7RM3,125,50,9,1/3200,0
Q3d66UBq6lc,Canon,Canon EOS 80D,100,18,3.5,1/60,0
8N7Q_HtAO78,NIKON CORPORATION,NIKON D3400,100,40,5,20,1
8-sgismcDAQ,NIKON CORPORATION,NIKON D3,1100,300,4,1/1250,1
Oeb3M0Xmb8U,Canon,Canon EOS 1300D,800,75,4,1/80,0
Dsca2_4YfSM,SONY,SLT-A55V,800,100,2.8,1/160,1
lpxXl5Ssung,,,,,,,0
jtVFv8mDDBU,Canon,Canon EOS 70D,160,90,11,1/500,0
tPkjdSjUbBw,Canon,Canon EOS 5D Mark II,100,35,7.1,1/60,1
kjTkqKAI2es,Canon,Canon EOS 700D,200,35,4.5,1/50,1
rlU7qDGYPU8,Canon,Canon EOS 6D,250,35,2.2,1/2000,0
0PcviOM6MJ8,Canon,Canon EOS 6D,200,85,5.6,1/90,0
v0_uaaxl7xo,NIKON CORPORATION,NIKON D800,100,105,3.2,1/800,1
5ov2G7JzphM,SONY,ILCE-7M2,100,85,1.8,1/2500,0
5Kbc5Yl77MI,DJI,FC220,100,4.7,2.2,1/950,1
kii4xjHEL-w,Panasonic,DMC-FZ1000,400,10.8,3.2,1/250,1
WXSJfseLjIk,Canon,Canon EOS 5D Mark IV,800,100,5,1/160,1
HcO25u_IYAI,Canon,Canon EOS REBEL T5i,100,16,7.1,1/125,0
pW-xgAxA6vM,FUJIFILM,X-T3,160,56,1.2,1/1250,0
17_tB-oI0ao,NIKON,NIKON D750,200,220,7.1,1/1000,1
F0ehv4gqqwY,Canon,Canon EOS 600D,400,50,1.8,1/40,0
mME3lPSuZZ0,Canon,Canon EOS 600D,100,50,1.8,1/2000,1
OceHnUOl7vI,FUJIFILM,X-T20,500,27,4,1/1250,1
CGgRkj86QfE,Canon,Canon EOS Rebel T6i,200,24,11,0.8,1
9KCbsRmbqsA,Canon,Canon EOS 700D,400,50,3.2,1/400,0
Z3EwKKX513k,NIKON CORPORATION,NIKON D800,140,50,8,1/400,1
p_GQJIMtj4c,Canon,Canon EOS 80D,100,24,2.8,1/200,0
b1ovoL_F1S8,Canon,Canon EOS-1D X Mark II,100,200,2.8,1/400,1
gHfgrfFkrZY,NIKON CORPORATION,NIKON D4S,800,500,4,1/500,1
6TidXDBDqhA,NIKON CORPORATION,NIKON D5200,200,105,5,1/250,0
hNz4Qh9ECCc,Canon,Canon EOS 5D Mark IV,320,300,13,2,1
0aYkdo3XfYo,DJI,FC2103,100,4.5,2.8,1/320,1
vXQ_1gI0G4c,FUJIFILM,X-T1,200,35,8,58,0
D_DMDw6m3w8,Canon,Canon EOS 5D Mark III,100,70,2.8,1/320,1
uULc_hC_1gE,Canon,Canon EOS 6D,200,28,9,1/320,0
YNteh8tG_RE,NIKON CORPORATION,NIKON D90,900,95,5.3,1/30,1
OMw5wiCCwTA,Canon,Canon EOS 6D,1000,35,3.2,1/125,1
7mLqq9Y-Czw,NIKON CORPORATION,NIKON D750,250,190,4,1/2000,0
yy1_lLl3s08,SONY,ILCE-7M3,3200,28,2.8,15,0
H5tJ-Keefgk,Canon,Canon EOS 6D,200,70,9.5,1/750,0
NOcaza8sIBg,FUJIFILM,,200,14.9,4,1.8,1
eF2MdCCNE7M,samsung,SM-N950F,250,4.3,1.7,1/10,0
dduRtiR5q8Q,Canon,Canon EOS 1200D,100,36,4.5,1/125,1
nuW2qI5eH48,SONY,DSLR-A580,100,210,7.1,1/200,1
LG53ZixprjM,Canon,Canon EOS 5D Mark IV,2000,50,3.2,1/160,1
_yrdstGC_rg,Canon,Canon EOS 700D,200,50,2.2,1/1250,0
NXOtZS7-Trw,NIKON CORPORATION,NIKON D750,320,50,3.2,1/800,1
PT9U_BwkDLw,Canon,Canon EOS 5D Mark II,200,50,3.2,1/3200,0
x1QSu6XexIw,Canon,Canon EOS 5D Mark III,200,100,1.8,1/160,1
mTzokuL_Gbs,SONY,ILCE-6000,200,83,14,1/125,0
_Agwkkxw0JY,Canon,Canon EOS 1100D,1600,10,4,1/2500,0
RXr4T52NUkI,OLYMPUS IMAGING CORP.,E-M10,200,40,7.1,1/250,1
9I43XMuXWdk,NIKON CORPORATION,NIKON D5300,400,55,5.6,1.6,1
EFoDbpGsGHk,Canon,Canon EOS 6D,400,35,1.4,1/250,0
N-bNpRhmh6w,SONY,ILCA-68,100,18,6.3,1/160,1
7xemAmqHhLc,NIKON CORPORATION,NIKON D7500,100,66,4.5,1/800,0
BgAoqqc229M,SONY,ILCE-7M2,160,55,8,1/60,1
MTuLK1zueH0,NIKON CORPORATION,NIKON Z 6,200,600,8,1/125,1
lTZffd_tOnM,,,,,,,0
1IKpeBZLxYw,NIKON CORPORATION,NIKON D610,100,105,5.6,1/160,1
fPg_lHRxaZA,,,,,,,0
CyzxcZNjMKI,Canon,Canon EOS 80D,100,135,7.1,1/100,1
QmSK--YQBvs,Canon,Canon EOS 7D,800,130,4,1/1250,1
NxKmeWsR76c,SONY,ILCE-7M3,400,37,20,1/250,0
9DfroERH2SA,,,,,,,0
SKf6puU2BV8,NIKON CORPORATION,NIKON Z 6,1000,85,1.4,1/50,1
Y6oFLC-KnEA,DJI,FC2103,100,4.5,2.8,1/250,1
kdTtZ0rRI1o,NIKON CORPORATION,NIKON D750,220,200,4,1/250,0
ycW4YxhrWHM,NIKON CORPORATION,NIKON D5200,1600,40,4,1/4000,1
Jy4-xk34q0s,NIKON CORPORATION,NIKON D800,100,70,5,1/640,1
0P5B9gn8ZQ8,Canon,Canon EOS 5D Mark II,100,200,3.2,1/200,1
cHwkV8dWS9s,Canon,Canon EOS Rebel SL2,100,50,1.8,1/1600,0
1MjCYK1rKQc,Canon,Canon EOS 1000D,200,24,5.6,1/1600,0
HqiZx0TVkl0,NIKON CORPORATION,NIKON D3000,800,200,5.6,1/1000,1
baEw2KqRIdo,Canon,Canon EOS 6D Mark II,100,35,1.4,1/4000,1
5cp2QJV8lIo,SONY,ILCE-7,800,16,7.1,1/1000,1
1zBMSv4xEA4,DJI,FC2103,160,4.5,2.8,1/19,0
Vc-ElUnZi3g,Canon,Canon EOS REBEL T3,100,18,22,8,1
nV1fKLRVhqg,Canon,Canon EOS 7D,320,18,3.5,1/3200,0
mb36_BuC9pk,Canon,Canon EOS 6D,1600,15,2.8,1/40,1
mkZRYVvfRes,SONY,ILCE-6000,125,50,3.5,1/80,1
Cl7lquNcRLg,Canon,Canon EOS 5D Mark III,100,50,9,1/320,0
fzph7RGsyQc,Canon,Canon EOS 6D,4000,85,2.2,1/125,0
Tz4ClhSLlBU,NIKON CORPORATION,NIKON Z 7,64,16,7.1,20,1
Wy1rrAtku50,Canon,Canon EOS 7D Mark II,1000,300,2.8,1/500,1
LwxSvPXrJFs,FUJIFILM,X100F,200,23,10,1/500,1
RPiDswheFzY,FUJIFILM,X100F,200,23,4,1/550,0
jhbUpRpilyE,FUJIFILM,X-Pro2,800,55,2.8,1/4000,0
QEfTACARJrk,NIKON CORPORATION,NIKON D750,250,105,13,1/160,1
rXo51TSGKkg,Canon,Canon EOS 6D,400,28,7.1,1/100,0
_qLFof8-Loo,SONY,ILCE-7M3,640,176,5,1/250,1
XsdYFvXN_b8,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,100,55,2.8,1/800,0
do4a-a29Ru4,FUJIFILM,X-T20,250,27,8,1/500,1
Qdq-TDi_uFM,SONY,ILCE-7M3,200,75,6.3,1/6400,1
bgw5HDiGzt0,Canon,Canon EOS Rebel T6,125,50,2.8,1/80,0
ObTN2WcS7AY,FUJIFILM,X-Pro2,250,18.7,4.5,1/250,1
apbQ77SBWiE,Canon,Canon EOS 80D,320,105,4,1/160,1
lQwhEy8Wsjk,NIKON CORPORATION,NIKON D5,200,1000,13,1/6,1
oPubZ53L5OE,FUJIFILM,X-T10,200,200,4.8,1/1900,1
ClkQd4-ZfSQ,Canon,Canon EOS 6D,100,35,2,1/1250,1
MtRVfdKWbPI,Panasonic,DC-GH5,800,12,2.8,1/160,1
9oXw9OCGBFY,Panasonic,DC-GH5,200,30,2.8,1/500,1
78tmVu2BQXk,Google,Pixel 2 XL,53,4.5,1.8,1/2300,1
2eunMRi55xI,Canon,Canon EOS 6D,800,24,1.4,30,1
7MClrxZ8F6w,,,,,,,0
xW42e724p00,Canon,Canon EOS REBEL T5i,100,18,3.5,1/500,0
JgcNCll5rek,SONY,ILCE-7M2,100,28,3.5,1/200,1
7WNCV5TTtzI,Canon,Canon EOS 5D Mark II,50,85,1.2,1/640,1
a-53lXH3huw,SONY,ILCE-6300,800,35,3.5,1/4000,1
SRBFbHWvEGk,NIKON CORPORATION,NIKON D3100,100,18,8,1/250,1
46V1mFWvpV4,Canon,Canon EOS 5D Mark II,100,20,10,431,1
LPNF9O-jlT4,Canon,Canon EOS 80D,100,35,1.8,1/1250,0
Xf6JnoD0Hss,NIKON CORPORATION,NIKON D750,100,50,1.4,1/60,0
ZkCVqkwlUGE,,,,,,,1
4VYviwlpto8,NIKON CORPORATION,NIKON D3200,200,35,2.2,1/1600,1
c94JjAevKeo,SONY,ILCE-7,640,0,,1/60,0
sVrEI2myiv4,Canon,Canon EOS 6D,800,70,5.6,1/100,0
IReJyXjHAw8,Canon,Canon EOS 5D Mark II,1250,15,2.8,5,1
d1NX2iggPok,Canon,Canon EOS 700D,100,50,4,1/4000,0
VvWIJSDAO-E,,,,,,,0
rsQ6e9d8GeY,NIKON CORPORATION,NIKON D500,400,30,1.8,1/2500,1
b2Q8xCmcsvk,NIKON CORPORATION,NIKON Z 6,200,600,8,1/125,0
fBRVaRdFMIw,NIKON CORPORATION,NIKON D800,640,24,2.8,30,1
eDAVQYX5YBQ,NIKON CORPORATION,NIKON D3300,100,200,5.6,1/1600,1
pfRES3CjcUM,Canon,Canon EOS 6D,250,55,4,1/60,1
Ch3wc95w8C4,Canon,Canon EOS 6D,400,50,4,1/200,1
wEAwiEecwHs,Panasonic,DMC-G7,200,12,4.5,1/320,0
U6hNG7LcMhk,NIKON CORPORATION,NIKON D7200,800,75,5,1/4000,0
RA0nfU_AOCY,Canon,Canon EOS 5DS,640,24,2.8,1/2000,0
_84S1gXSeZM,SONY,ILCE-7,100,35,3.5,1/320,1
18oL-EZFO_I,Nikon,NIKON D7100,320,8,8,1214,1
Cb_9pdHkCPY,FUJIFILM,X-T20,320,135,8,1/2000,1
gULJzSnDuZU,NIKON CORPORATION,NIKON D750,640,90,3,1/125,1
EWpDy_EY9rs,Canon,Canon EOS 5D Mark IV,640,35,4,1/160,0
l1mihKNG_ns,,,,,,,0
pfr05xSsous,SONY,ILCE-7S,100,85,1.8,1/160,1
j70nuOZ1Kqo,SONY,ILCE-7M3,50,85,1.8,1/1600,0
aEdthggVs7M,NIKON CORPORATION,NIKON D810,500,112,9,1/250,1
boCk0rIiOSw,SONY,DSLR-A700,200,105,10,1/1250,1
ItFjG2AkdIw,Canon,Canon EOS 6D,200,200,2.8,1/1250,0
jVNnFr_pPHU,Canon,Canon EOS 6D Mark II,100,70,2.8,1/1000,0
fk1B5UQn0U0,SONY,ILCE-6000,100,,,15,0
EheKbIZ8oAw,NIKON CORPORATION,NIKON Z 6,640,85,1.4,1/50,1
kKtD7ZsgE0U,Canon,Canon EOS 5D Mark III,2500,135,2,1/8000,0
O_ucqcb6Gu4,,,,,,,0
HKgOjt-xP0I,SONY,ILCE-7RM3,100,237,6.3,1/250,0
gHN5fIX6k34,Canon,Canon EOS DIGITAL REBEL XS,1600,18,5.6,1/60,1
9RMUiIz8at8,SONY,SLT-A65V,200,26,4.5,1/125,1
kXlLI02H12A,SONY,ILCE-7RM2,100,70,5.6,1/320,1
aNVLFnGhLGo,FUJIFILM,X-T2,320,35,2.8,1/1000,1
gdlXGtZoHxs,NIKON CORPORATION,NIKON D700,320,35,1.8,1/400,1
D7SVqBn2c-w,Canon,Canon EOS 6D,100,50,1.8,1/200,1
tW1ASdyS_yk,SONY,ILCE-7RM3,200,194,6.3,1/640,0
CUPJbjfoYPY,DJI,FC6310,100,8.8,2.8,1/160,1
0WD5x1X-B3M,Canon,Canon EOS 6D,100,100,4.5,1/800,0
nbklTnbXZ68,Apple,iPhone XS,50,6,2.4,1/122,1
VKUfBYkOItQ,Canon,Canon EOS 5D Mark IV,100,85,1.4,1/1600,0
ezseyJBWR4I,SONY,ILCE-6300,6400,35,1.8,1/8,0
xdRhYLrRqiU,NIKON CORPORATION,NIKON D500,2000,80,4,1/640,0
zuQzOWzzQv8,SONY,ILCE-7M3,50,75,4,1/1000,0
GfekbyXjbqA,DJI,FC220,100,4.7,2.2,1/500,1
Rcz61LjXX6A,NIKON CORPORATION,NIKON D3400,100,18,5,1/800,0
_XbNCkQrRd0,Canon,Canon EOS 6D,200,35,1.8,1/400,1
8MD_TrUkzbU,SONY,ILCE-7RM2,125,,,1/8000,1
4O7OLWAPBOU,SONY,ILCE-7M3,100,400,9,1/320,0
_ttlfenZ9UY,NIKON CORPORATION,NIKON Z 6,100,50,2.8,1/400,1
nQux4nTsMuQ,Panasonic,DC-GH5,2500,16,22,1/8000,0
iKPrIJzZ0MU,SONY,ILCE-7M3,400,18,4,1/1000,0
NX2vnTjGTVo,Canon,Canon EOS 80D,100,35,6.3,1/500,1
1pWGcPucwZc,Canon,Canon EOS REBEL T2i,200,28,3.5,15,1
5U39QOktpyQ,NIKON CORPORATION,NIKON D7100,100,,,1/100,0
3TpXIo1Qsvg,,,,,,,0
YR04dy3YKo4,Hasselblad,L1D-20c,160,10.3,2.8,1/30,1
i1ch30davu8,Canon,Canon EOS 80D,100,45,5,1/320,0
DPv3c-eS8-I,SONY,ILCE-7M2,200,50,1.8,1/50,1
WfMObe47oMQ,Canon,Canon EOS R,3200,,,1/40,0
Emz4QiDdt34,NIKON CORPORATION,NIKON D3200,100,38,7.1,1/200,1
s51uznTZw14,DJI,FC220,100,4.7,2.2,1/2299,1
y2KdY35a0Jc,Canon,Canon EOS 5DS,800,24,2.8,1/1000,1
brzlKDaThy4,SONY,ILCE-7,400,50,1.8,1/250,1
JvgiyRGv4T4,Canon,Canon EOS 5D Mark IV,200,59,5,1/250,1
I1sF8NVAtf8,Canon,Canon EOS 1300D,,,,,1
TKJjeq_edKQ,Panasonic,DMC-GX85,200,12,3.5,1/80,1
l8QEam21PLY,SONY,ILCE-5000,500,24,4.5,1/160,0
DwdgekkT5y0,NIKON CORPORATION,NIKON D3200,100,50,8,1/250,0
biHCJxTeo9k,Canon,Canon EOS 5D Mark IV,1000,300,5.6,1/400,1
WpivphA6Yt8,Canon,Canon EOS 5D Mark III,320,100,,1/160,1
D4mhW-yEWRk,DJI,FC220,100,4.7,2.2,1/200,0
16unuC972oI,Panasonic,DC-GH5,500,60,7.1,1/800,1
ulO6Nf8aHGE,,,,,,,1
O3GD_RquRAU,FUJIFILM,X-H1,320,400,5.6,1/800,0
7oGIKVNjPx0,NIKON CORPORATION,NIKON D5500,100,24,2.8,1/25,1
EI4thy6TzEU,DJI,FC220,169,4.7,2.2,1/50,0
Y8PXHpukDhI,NIKON CORPORATION,NIKON D610,320,16,5.6,1/80,1
AQxAPwvkNew,Apple,iPhone 7 Plus,40,6.6,2.8,1/50,0
i6YnuvqUPSM,NIKON CORPORATION,NIKON D3,100,200,2.8,1/160,1
tPdCEy9KpZk,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,100,120,4,1/200,0
MNrYmRgM7mg,,,,,,,1
D1NVJHAat4Q,Canon,Canon EOS 5D Mark III,250,600,7.1,1/1250,1
ghJHlcAsT1w,Canon,Canon EOS 60D,100,155,7.1,1/640,1
WzOvRQ4aQJM,Canon,Canon EOS Rebel T6i,100,18,5.6,1/15,0
xMu7TwjyrFs,Nikon,F-801s,,,,,1
0M7Z6WTi-1M,,,,,,,1
kvd23GVL21c,Canon,Canon EOS 6D Mark II,100,50,2.5,1/800,1
Au1eENDHD10,FUJIFILM,X100F,320,23,2.8,1/4000,1
j2Rv2CZTwaI,Apple,iPhone XS,25,4.2,1.8,1/6400,0
thJ6sCrr7Mc,Panasonic,DMC-GX7,500,88,5.3,1/200,1
iQKstDFXwjA,Canon,Canon EOS 5D Mark II,500,138,4.5,1/2500,0
BkR842UVXqk,SONY,ILCE-7M2,125,50,1.8,1/500,0
Byr72vOUx54,Canon,Canon EOS 5D Mark III,100,100,8,1/250,1
CNc8q-pDDRw,FUJIFILM,X-H1,1600,50,1,26,0
1m9mM40gZn8,Canon,Canon EOS 6D Mark II,100,50,2.8,1/4000,1
fkpQ0PPxHmE,SONY,ILCE-7M3,400,24,4,1/320,0
15J29EGlwmo,Canon,Canon EOS-1D X Mark II,100,85,1.8,1/2000,1
zrefdvvHnwU,Canon,Canon EOS 5D Mark III,50,75,,1/200,1
EI6sCmsJOS0,NIKON CORPORATION,NIKON D7200,1100,175,5.6,1/320,1
gEq5wMy-3P8,NIKON CORPORATION,NIKON D600,100,35,1.4,1/4000,0
rtCujH697DU,SONY,ILCE-7M3,6400,24,1.4,15,1
nXNORZnWu5s,Canon,Canon EOS 6D,100,45,1.8,1/2000,0
9Nok_iZEgLk,Canon,Canon EOS 1100D,6400,18,3.5,2,1
xDBgihNrTh8,,,,,,,0
AxdlcxaModc,DJI,FC6310,400,8.8,9,1/120,0
UnGcRvTyJOo,SONY,ILCE-7M3,80,55,1.8,1/1600,1
c25Fd7OlaDY,Apple,iPhone XS Max,16,6,2.4,1/2817,0
FdLRkwDSkFw,NIKON CORPORATION,NIKON D750,50,50,2.5,1/1000,1
XLuxwPsOkc4,FUJIFILM,X100F,6400,23,4,1/60,1
DVepzdHCIso,Canon,Canon EOS REBEL T2i,400,18,6.3,15,1
ubA4MSQh9Po,Canon,Canon EOS 7D,100,200,4,1/250,0
A7Zv_REo7cg,FUJIFILM,X-T1,2000,70.2,5.3,1/60,1
ScDGKvXvfNk,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400,120,4,1/400,0
Qf9_uoNDSOU,Canon,Canon EOS 6D,100,28,7.1,1/250,0
qRZ-jRE1YHI,DJI,FC220,100,4.7,2.2,1/640,0
475ULYyRU3A,NIKON CORPORATION,NIKON D7200,200,50,7.1,1/25,1
6m0liQSEjxE,NIKON CORPORATION,NIKON D7000,800,50,2.8,1/250,1
1bNKt1xarao,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400,120,4,1/125,1
flfhAlEwDq4,Canon,Canon EOS 6D,200,24,2.8,30,1
6XX1Tc9UvQk,Hasselblad,500cm,160,,,1/250,0
pMtCj8V0zLk,SONY,ILCE-7M2,100,16,4,1/40,1
eZ74-FxcIYo,Panasonic,DMC-G7,200,,,1/1000,1
4M0dNfJ4TJE,Canon,Canon EOS 7D,100,131,4.5,1/800,1
iOMv4daqIUg,,,,,,,1
soYr2dk4Erg,Canon,Canon EOS 6D,100,50,5,1/2000,1
TSCmBAopokA,NIKON CORPORATION,NIKON D750,160,40,2.8,1/2500,0
i_vPG1hFNaA,NIKON CORPORATION,NIKON D5500,400,300,5.6,1/250,0
3RRkc4uIS3c,SONY,ILCE-6500,100,55,18,1/400,0
nzR_-AxaivU,NIKON CORPORATION,NIKON D750,320,29,5.6,1/800,1
MhF6Tw8IhrU,Panasonic,DC-GX9,200,30,2.8,1/1250,1
XLFw9kW2rIw,Canon,Canon EOS Rebel T6,400,18,4,1/80,1
x_9Btz9Pczo,Canon,Canon EOS 80D,100,50,1.4,1/320,0
s4jRjoJDLFw,OLYMPUS IMAGING CORP.,E-620,100,60,4,1/160,1
x4ABZUkeJg8,SONY,ILCE-7M3,160,134,5,1/320,1
jQDFXkWIjV0,NIKON CORPORATION,NIKON D850,40,50,1.6,1/100,1
rCJsr4x58yE,NIKON CORPORATION,NIKON D7100,100,50,2.8,1/500,0
77e-HYqBcMs,Canon,,1250,800,5.6,1/500,0
6oS-qWbeBBA,Canon,,,,,1/20,1
tptgXhYwcas,NIKON CORPORATION,NIKON D750,1000,24,4,10,0
ZqTW0r33Bg0,Canon,Canon EOS 5D Mark III,50,45,8,1/180,0
ZAzrYwYS6cM,Canon,Canon EOS 70D,100,105,5.6,1/320,0
tUziYd73zjo,Canon,Canon EOS 6D Mark II,250,51,8,1/60,0
c_Nk5aTHSdI,NIKON CORPORATION,NIKON D610,100,24,2.8,1/2500,0
tdFJrK5welI,SONY,ILCE-7RM3,100,50,2.5,1/4000,1
TcRk4MDuLF4,Canon,Canon EOS 5D Mark III,100,14,2.8,1/500,0
bM95unm7O5U,Canon,Canon EOS REBEL T5,400,37,4.5,1/400,1
ZN76SroLyB8,Nikon,D5200,,,,,1
PXnZYfcyF28,Canon,Canon EOS 6D,640,35,2.2,1/3200,0
z2LR6NRIdB8,Canon,Canon EOS 6D,320,50,2,1/250,0
WqEFya48Iig,SONY,ILCE-7RM3,1000,24,2.8,1/30,0
ly3tKhWfQ34,NIKON CORPORATION,NIKON D7100,250,50,3.2,1/200,0
E_zUa1ab7ew,Canon,Canon EOS 80D,100,90,4.5,1/400,0
9aZkkMUJAJU,Apple,iPhone 7 Plus,20,4,1.8,1/640,0
DK049L4odMw,Canon,Canon EOS 5D Mark III,50,200,2.8,1/500,0
MVKYxT3VB3A,Canon,Canon EOS 6D,160,50,3.5,1/400,0
zqPHrKKrwi0,,,,,,,0
A1rS8CVyiYw,,,,,,,0
sQVvgkLKWBk,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,100,120,4,1/200,1
3lRb4lmCBNw,NIKON CORPORATION,NIKON D3100,1600,,,1/60,1
U1AKi_8Idig,Canon,Canon EOS 6D,100,45,9.5,1/45,0
-lrmiDMsCN0,Canon,Canon EOS 6D,100,45,2.8,1/1000,0
rN3W0kwlETE,SONY,ILCE-6000,,,,,0
iVrLEwpLrMY,Canon,Canon EOS 6D,640,50,2.5,1/100,1
rlufgdJ6gQU,Canon,Canon EOS 350D DIGITAL,100,28,3.5,2.5,1
8se07e4kIDk,NIKON CORPORATION,NIKON D3200,3200,35,4.5,0.4,1
o1n-Mdxw3N4,,,,,,,1
6tsIyDa7Hfg,,,,,,,0
l5opAc-Kaos,Canon,Canon EOS 6D,800,20,2.8,1/1600,0
Dcvco7sYQwk,Apple,iPhone XS Max,32,4.2,1.8,1/121,0
_EvjXFVM9pw,NIKON CORPORATION,NIKON D500,160,30,2,1/500,1
eJN9bcqZGWU,Canon,Canon PowerShot SX520 HS,100,20.8,5,1/160,1
fDb3e2bnTdU,,,,,,,0
IeUIUmbnXHg,Canon,Canon EOS 6D,160,135,8,1/1250,0
E2XN8sHBHSY,NIKON CORPORATION,NIKON D7000,500,24,4.5,1/4000,1
HYaBLv7X6qc,Canon,Canon EOS 6D,640,50,2.5,1/100,0
on0a6_e1Ldw,NIKON CORPORATION,NIKON D7200,100,22,5,1/800,1
U7hAesACw7s,,,,,,,0
TFNpV_iC19E,Hasselblad,500cm,160,,,1/250,0
Ko6XKSsO4w8,Canon,Canon EOS 5D Mark II,160,105,6.3,1/40,0
Sw-ezSQW3wg,NIKON CORPORATION,NIKON D3300,400,55,9,1/100,1
bxUdQ_LGxXE,Panasonic,DMC-G70,250,100,4,1/250,0
PB5eYKB4gls,Canon,Canon EOS 1200D,800,50,2.8,1/3200,0
hnzijjZAgIg,SONY,ILCE-7M3,50,50,1.8,1/2500,1
